id,nifti_path,y0,y1,y2,y3,y4
12,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00525/ses-20180807/sub-ctsr00525_ses-20180807_sequ-601_space-aligASL_ct.nii.gz,827.18536,814.86224,711.88275,739.6429,1065.4618
13,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02465/ses-20190215/sub-ctsr02465_ses-20190215_sequ-18_space-aligASL_ct.nii.gz,1088.2097,1016.4706,902.80646,758.9209,964.9807
14,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00016/ses-20070815/sub-ctsr00016_ses-20070815_sequ-15_space-aligASL_ct.nii.gz,322.3811,267.47876,244.51546,264.64038,296.48557
15,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01151/ses-20180312/sub-ctsr01151_ses-20180312_sequ-21_space-aligASL_ct.nii.gz,846.323,788.40936,672.77454,723.1676,957.6865
16,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01025/ses-20170704/sub-ctsr01025_ses-20170704_sequ-8_space-aligASL_ct.nii.gz,645.5752,603.70764,551.2467,464.87253,655.4252
17,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01645/ses-20210202/sub-ctsr01645_ses-20210202_sequ-26_space-aligASL_ct.nii.gz,693.6339,639.732,524.71533,492.9502,512.9536
18,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00828/ses-20110221/sub-ctsr00828_ses-20110221_sequ-17_space-aligASL_ct.nii.gz,819.93164,751.50684,603.28186,580.84686,557.8307
19,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00735/ses-20210219/sub-ctsr00735_ses-20210219_sequ-11_space-aligASL_ct.nii.gz,777.6768,728.2197,692.9293,551.085,754.92413
20,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02486/ses-20141230/sub-ctsr02486_ses-20141230_sequ-5_space-aligASL_ct.nii.gz,569.9736,532.48065,545.0203,450.5156,782.28436
21,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01439/ses-20160607/sub-ctsr01439_ses-20160607_sequ-17_space-aligASL_ct.nii.gz,517.1317,470.26865,398.5985,407.93893,661.96954
22,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01104/ses-20191210/sub-ctsr01104_ses-20191210_sequ-18_space-aligASL_ct.nii.gz,423.66223,397.63394,398.22885,418.5425,606.2018
23,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00046/ses-20160126/sub-ctsr00046_ses-20160126_sequ-23_space-aligASL_ct.nii.gz,584.5587,545.352,409.78345,418.57797,577.1168
24,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00572/ses-20160503/sub-ctsr00572_ses-20160503_sequ-23_space-aligASL_ct.nii.gz,628.2479,581.787,528.8791,528.6986,652.02136
25,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02195/ses-20150902/sub-ctsr02195_ses-20150902_sequ-13_space-aligASL_ct.nii.gz,322.71313,327.3233,341.0305,364.32697,443.67294
26,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00165/ses-20140321/sub-ctsr00165_ses-20140321_sequ-15_space-aligASL_ct.nii.gz,761.0732,676.5918,592.23737,552.6983,613.02094
27,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00678/ses-20150910/sub-ctsr00678_ses-20150910_sequ-16_space-aligASL_ct.nii.gz,912.1303,837.95917,745.13745,616.5898,805.3446
28,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00982/ses-20180720/sub-ctsr00982_ses-20180720_sequ-9_space-aligASL_ct.nii.gz,1243.5399,1159.9902,1050.6124,930.25995,977.9598
29,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01608/ses-20180523/sub-ctsr01608_ses-20180523_sequ-22_space-aligASL_ct.nii.gz,776.6268,784.0615,741.8281,671.6728,1087.2598
30,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00778/ses-20181217/sub-ctsr00778_ses-20181217_sequ-15_space-aligASL_ct.nii.gz,514.2088,473.37845,432.88623,287.37546,353.71884
31,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02666/ses-20081122/sub-ctsr02666_ses-20081122_sequ-10_space-aligASL_ct.nii.gz,326.58545,320.05466,330.03815,307.884,378.94397
32,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00025/ses-20160918/sub-ctsr00025_ses-20160918_sequ-19_space-aligASL_ct.nii.gz,526.4369,503.19846,476.37048,446.45746,541.1222
33,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00161/ses-20160727/sub-ctsr00161_ses-20160727_sequ-14_space-aligASL_ct.nii.gz,643.4742,585.46014,517.28253,437.82816,537.91547
34,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00143/ses-20070923/sub-ctsr00143_ses-20070923_sequ-11_space-aligASL_ct.nii.gz,559.50574,515.43176,472.08286,423.11835,498.05966
35,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01859/ses-20160508/sub-ctsr01859_ses-20160508_sequ-10_space-aligASL_ct.nii.gz,602.0494,620.72754,638.45105,691.4518,927.72943
36,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01162/ses-20170803/sub-ctsr01162_ses-20170803_sequ-14_space-aligASL_ct.nii.gz,420.83142,393.76038,388.65973,405.76273,620.7021
37,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00036/ses-20180110/sub-ctsr00036_ses-20180110_sequ-22_space-aligASL_ct.nii.gz,618.14355,577.0478,493.83206,445.5242,563.99567
38,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00097/ses-20120129/sub-ctsr00097_ses-20120129_sequ-10_space-aligASL_ct.nii.gz,366.31116,343.50662,333.9624,272.83786,385.86346
39,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-CTFU00312/ses-20190221/sub-CTFU00312_ses-20190221_sequ-8_space-aligASL_ct.nii.gz,729.2946,659.4455,606.9994,555.2853,734.2602
40,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01023/ses-20170703/sub-ctsr01023_ses-20170703_sequ-16_space-aligASL_ct.nii.gz,948.9425,877.26685,772.9812,831.19727,1043.8253
41,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02464/ses-20190823/sub-ctsr02464_ses-20190823_sequ-19_space-aligASL_ct.nii.gz,773.31573,753.1085,719.15955,626.52094,975.2103
42,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01245/ses-20181018/sub-ctsr01245_ses-20181018_sequ-13_space-aligASL_ct.nii.gz,671.82806,600.22864,595.7973,614.3234,803.61755
43,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01678/ses-20131112/sub-ctsr01678_ses-20131112_sequ-23_space-aligASL_ct.nii.gz,834.38104,742.3455,611.561,531.65967,912.4826
44,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00955/ses-20150622/sub-ctsr00955_ses-20150622_sequ-18_space-aligASL_ct.nii.gz,685.3424,723.351,654.832,600.03076,747.2275
45,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01406/ses-20200816/sub-ctsr01406_ses-20200816_sequ-30_space-aligASL_ct.nii.gz,810.1976,668.07263,680.83356,607.64154,931.949
46,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01666/ses-20170821/sub-ctsr01666_ses-20170821_sequ-9_space-aligASL_ct.nii.gz,510.4659,497.4719,457.4034,388.9372,535.16156
47,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01829/ses-20131215/sub-ctsr01829_ses-20131215_sequ-14_space-aligASL_ct.nii.gz,378.27185,340.42725,310.32346,279.34378,472.35638
48,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01674/ses-20150705/sub-ctsr01674_ses-20150705_sequ-15_space-aligASL_ct.nii.gz,596.43787,535.49866,475.50525,457.27295,589.74817
49,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00993/ses-20141010/sub-ctsr00993_ses-20141010_sequ-10_space-aligASL_ct.nii.gz,541.6298,593.98157,580.6163,513.7609,685.6232
50,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01786/ses-20170217/sub-ctsr01786_ses-20170217_sequ-503_space-aligASL_ct.nii.gz,368.31363,362.08105,364.84085,337.48492,454.1324
51,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01069/ses-20171019/sub-ctsr01069_ses-20171019_sequ-10_space-aligASL_ct.nii.gz,615.44434,555.42096,511.9262,505.4009,726.2757
52,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01103/ses-20200409/sub-ctsr01103_ses-20200409_sequ-15_space-aligASL_ct.nii.gz,826.90576,778.6843,736.239,682.2623,882.8576
53,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00002/ses-20150407/sub-ctsr00002_ses-20150407_sequ-12_space-aligASL_ct.nii.gz,545.66504,512.4633,473.54385,421.94284,584.3359
54,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00401/ses-20080410/sub-ctsr00401_ses-20080410_sequ-15_space-aligASL_ct.nii.gz,268.47025,268.56357,261.4048,246.07234,330.24582
55,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02164/ses-20111110/sub-ctsr02164_ses-20111110_sequ-7_space-aligASL_ct.nii.gz,333.64233,322.2524,316.60666,309.52292,399.77185
56,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01223/ses-20140314/sub-ctsr01223_ses-20140314_sequ-13_space-aligASL_ct.nii.gz,509.1206,465.19998,436.3489,378.51117,639.5011
57,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00266/ses-20200623/sub-ctsr00266_ses-20200623_sequ-19_space-aligASL_ct.nii.gz,1099.8644,1008.75995,918.7906,842.25366,1300.578
58,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01063/ses-20190816/sub-ctsr01063_ses-20190816_sequ-13_space-aligASL_ct.nii.gz,1108.8517,1001.80566,883.19336,882.323,1236.6433
59,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00210/ses-20130924/sub-ctsr00210_ses-20130924_sequ-8_space-aligASL_ct.nii.gz,272.98392,316.46097,275.96967,296.92603,363.1034
60,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01341/ses-20111107/sub-ctsr01341_ses-20111107_sequ-8_space-aligASL_ct.nii.gz,636.5283,481.1017,476.20734,432.7387,863.74506
61,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01351/ses-20210604/sub-ctsr01351_ses-20210604_sequ-26_space-aligASL_ct.nii.gz,614.1267,592.9341,583.3295,592.8849,830.0838
62,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00698/ses-20210509/sub-ctsr00698_ses-20210509_sequ-13_space-aligASL_ct.nii.gz,727.4618,631.1814,666.15295,674.49225,949.24585
63,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01658/ses-20180417/sub-ctsr01658_ses-20180417_sequ-29_space-aligASL_ct.nii.gz,736.3117,678.4013,673.4352,727.8829,890.97906
64,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00420/ses-20170530/sub-ctsr00420_ses-20170530_sequ-34_space-aligASL_ct.nii.gz,705.50494,666.6563,607.9019,589.4866,829.69
65,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01679/ses-20140513/sub-ctsr01679_ses-20140513_sequ-19_space-aligASL_ct.nii.gz,765.93744,714.42413,598.2748,617.148,642.5291
66,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01149/ses-20190916/sub-ctsr01149_ses-20190916_sequ--1_space-aligASL_ct.nii.gz,918.64667,896.65875,786.0294,677.633,711.86816
67,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01327/ses-20150430/sub-ctsr01327_ses-20150430_sequ-19_space-aligASL_ct.nii.gz,734.1955,687.756,660.80286,641.2731,1116.3145
68,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01619/ses-20160321/sub-ctsr01619_ses-20160321_sequ-9_space-aligASL_ct.nii.gz,1009.1614,786.39667,847.48285,740.93665,652.2261
69,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01055/ses-20200809/sub-ctsr01055_ses-20200809_sequ-11_space-aligASL_ct.nii.gz,589.3995,502.37198,455.75058,469.93753,582.49036
70,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01030/ses-20161218/sub-ctsr01030_ses-20161218_sequ-13_space-aligASL_ct.nii.gz,371.27573,355.5991,363.62567,431.91748,584.8994
71,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00989/ses-20161202/sub-ctsr00989_ses-20161202_sequ-12_space-aligASL_ct.nii.gz,539.6659,481.6042,534.64606,487.8307,683.05554
72,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00895/ses-20170413/sub-ctsr00895_ses-20170413_sequ-15_space-aligASL_ct.nii.gz,897.52405,777.68744,678.67285,606.11505,786.19824
73,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00957/ses-20140129/sub-ctsr00957_ses-20140129_sequ-18_space-aligASL_ct.nii.gz,351.5609,349.89133,338.63226,316.36542,392.7896
74,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01028/ses-20160923/sub-ctsr01028_ses-20160923_sequ-10_space-aligASL_ct.nii.gz,609.83093,536.95056,483.83218,390.26578,480.87735
75,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00541/ses-20140308/sub-ctsr00541_ses-20140308_sequ-13_space-aligASL_ct.nii.gz,312.40057,310.23682,310.54187,300.79514,361.88605
76,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02389/ses-20151220/sub-ctsr02389_ses-20151220_sequ-11_space-aligASL_ct.nii.gz,468.651,374.60388,410.73254,431.53223,633.8259
77,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00654/ses-20110809/sub-ctsr00654_ses-20110809_sequ-15_space-aligASL_ct.nii.gz,271.54172,260.25266,256.6806,256.46335,324.46143
78,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00035/ses-20180413/sub-ctsr00035_ses-20180413_sequ-9_space-aligASL_ct.nii.gz,616.73004,558.3853,546.6728,472.70224,546.6138
79,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01061/ses-20190601/sub-ctsr01061_ses-20190601_sequ-10_space-aligASL_ct.nii.gz,981.2103,999.6923,895.1675,786.66736,864.4487
80,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00898/ses-20150504/sub-ctsr00898_ses-20150504_sequ-11_space-aligASL_ct.nii.gz,603.02594,557.72516,528.493,545.039,707.50555
81,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ICH00397/ses-20170501/sub-ICH00397_ses-20170501_sequ-10_space-aligASL_ct.nii.gz,421.42953,412.4492,438.1682,416.50925,548.07605
82,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02664/ses-20120731/sub-ctsr02664_ses-20120731_sequ-17_space-aligASL_ct.nii.gz,258.98788,250.34062,300.85834,327.9175,394.49957
83,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctph01980/ses-20191111/sub-ctph01980_ses-20191111_sequ-205_space-aligASL_ct.nii.gz,925.8535,826.14435,681.869,554.48926,634.89014
84,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01546/ses-20201006/sub-ctsr01546_ses-20201006_sequ-15_space-aligASL_ct.nii.gz,1413.8105,1280.9097,1078.7051,912.57544,1188.1415
85,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01259/ses-20170815/sub-ctsr01259_ses-20170815_sequ-11_space-aligASL_ct.nii.gz,405.45654,371.42596,352.25278,327.6265,437.0772
86,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02635/ses-20190416/sub-ctsr02635_ses-20190416_sequ-9_space-aligASL_ct.nii.gz,753.92554,544.2009,632.87494,760.438,1016.669
87,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01761/ses-20091026/sub-ctsr01761_ses-20091026_sequ-13_space-aligASL_ct.nii.gz,377.03226,355.83713,336.7465,339.44824,275.37497
88,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00651/ses-20120628/sub-ctsr00651_ses-20120628_sequ-10_space-aligASL_ct.nii.gz,332.5356,324.7283,298.29755,290.43314,309.08813
89,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01365/ses-20180427/sub-ctsr01365_ses-20180427_sequ-13_space-aligASL_ct.nii.gz,748.1102,740.9716,725.67975,742.822,910.4824
90,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00044/ses-20160724/sub-ctsr00044_ses-20160724_sequ-14_space-aligASL_ct.nii.gz,545.9667,379.65137,434.4862,361.80817,472.85922
91,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00557/ses-20200417/sub-ctsr00557_ses-20200417_sequ-23_space-aligASL_ct.nii.gz,867.5382,787.0649,704.8205,544.425,820.8617
92,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00440/ses-20090715/sub-ctsr00440_ses-20090715_sequ-18_space-aligASL_ct.nii.gz,307.52173,272.0256,280.42776,248.63869,308.38092
93,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02506/ses-20180131/sub-ctsr02506_ses-20180131_sequ-10_space-aligASL_ct.nii.gz,474.18027,453.21826,492.30206,441.56824,577.4158
94,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00194/ses-20171214/sub-ctsr00194_ses-20171214_sequ-9_space-aligASL_ct.nii.gz,456.12875,425.82324,422.75766,457.5583,658.1138
95,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01107/ses-20190420/sub-ctsr01107_ses-20190420_sequ-14_space-aligASL_ct.nii.gz,621.0001,608.7203,595.49866,598.84546,855.1926
96,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00706/ses-20190728/sub-ctsr00706_ses-20190728_sequ--1_space-aligASL_ct.nii.gz,496.66888,470.94638,426.32968,372.59308,348.29092
97,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02416/ses-20180207/sub-ctsr02416_ses-20180207_sequ-207_space-aligASL_ct.nii.gz,1040.4963,978.592,894.2637,905.65314,1441.0398
98,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01248/ses-20190218/sub-ctsr01248_ses-20190218_sequ-31_space-aligASL_ct.nii.gz,592.69135,584.04205,591.6221,633.5967,782.2972
99,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ICH00298/ses-20181020/sub-ICH00298_ses-20181020_sequ-13_space-aligASL_ct.nii.gz,543.3325,541.07715,535.6896,681.6296,986.4609
100,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01614/ses-20161114/sub-ctsr01614_ses-20161114_sequ-24_space-aligASL_ct.nii.gz,558.89233,515.93884,386.9826,461.57938,769.22656
101,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02633/ses-20190311/sub-ctsr02633_ses-20190311_sequ-28_space-aligASL_ct.nii.gz,564.92035,546.72906,510.3955,584.3589,750.2633
102,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01125/ses-20141114/sub-ctsr01125_ses-20141114_sequ-12_space-aligASL_ct.nii.gz,685.2905,642.29474,614.8186,534.91156,797.4613
103,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00330/ses-20070930/sub-ctsr00330_ses-20070930_sequ-10_space-aligASL_ct.nii.gz,367.75293,341.33475,304.99362,268.76834,274.20752
104,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00925/ses-20150107/sub-ctsr00925_ses-20150107_sequ-12_space-aligASL_ct.nii.gz,859.7983,831.9601,669.89246,746.1745,974.63104
105,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01293/ses-20200623/sub-ctsr01293_ses-20200623_sequ-17_space-aligASL_ct.nii.gz,865.7416,653.3094,603.95886,607.2564,764.27313
106,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00501/ses-20150429/sub-ctsr00501_ses-20150429_sequ-18_space-aligASL_ct.nii.gz,629.6112,591.34674,538.2738,488.03546,578.9669
107,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00235/ses-20190623/sub-ctsr00235_ses-20190623_sequ-11_space-aligASL_ct.nii.gz,866.3072,763.5303,647.4405,563.81934,617.7211
108,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00050/ses-20140101/sub-ctsr00050_ses-20140101_sequ-16_space-aligASL_ct.nii.gz,585.15186,527.69666,470.3867,344.40607,405.89554
109,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01279/ses-20121012/sub-ctsr01279_ses-20121012_sequ-12_space-aligASL_ct.nii.gz,500.80908,501.41235,390.51706,415.14624,565.52527
110,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01247/ses-20190329/sub-ctsr01247_ses-20190329_sequ-26_space-aligASL_ct.nii.gz,521.43536,505.14587,497.8941,487.90985,515.2342
111,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00782/ses-20180513/sub-ctsr00782_ses-20180513_sequ-11_space-aligASL_ct.nii.gz,996.6006,846.54974,748.0303,669.29456,863.96405
112,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01927/ses-20180625/sub-ctsr01927_ses-20180625_sequ-11_space-aligASL_ct.nii.gz,464.76624,423.29077,388.69992,366.58868,394.0872
113,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00865/ses-20130409/sub-ctsr00865_ses-20130409_sequ-17_space-aligASL_ct.nii.gz,364.8874,343.05197,293.92212,309.48044,385.10245
114,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00753/ses-20120429/sub-ctsr00753_ses-20120429_sequ-11_space-aligASL_ct.nii.gz,406.09384,260.2425,313.1835,239.7995,332.1489
115,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr02226/ses-20191012/sub-ctsr02226_ses-20191012_sequ-18_space-aligASL_ct.nii.gz,704.68207,641.30334,610.189,562.60333,731.15955
116,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr01181/ses-20120923/sub-ctsr01181_ses-20120923_sequ-14_space-aligASL_ct.nii.gz,339.84085,323.33524,234.6452,297.4819,393.73782
117,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00970/ses-20100203/sub-ctsr00970_ses-20100203_sequ-17_space-aligASL_ct.nii.gz,291.16266,363.03384,321.43143,293.58765,412.05063
118,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00920/ses-20160224/sub-ctsr00920_ses-20160224_sequ-16_space-aligASL_ct.nii.gz,551.1485,649.10645,656.1291,674.44293,876.6822
119,/mnt/8tb_slot8/jonas/datasets/CT_nofx/derivatives/sub-ctsr00619/ses-20140517/sub-ctsr00619_ses-20140517_sequ-7_space-aligASL_ct.nii.gz,721.63776,669.96814,633.9869,595.97327,758.5111
